country,food_group,food_supply
Madagascar,Fats and oils,79.0
Madagascar,"Fish, shellfish and their products",6.8
Madagascar,Foods for particular nutritional uses,0.0
Madagascar,Fruits and their products,54.4
Madagascar,Meat and meat products,27.4
Madagascar,Milk and milk products,31.0
Madagascar,Miscellaneous,1.6
Madagascar,"Pulses, seeds and nuts and their products",20.0
Madagascar,"Roots, tubers, plantains and their products",333.8
Madagascar,Spices and condiments,1.8
Madagascar,Sweets and sugars,145.8
Madagascar,Vegetables and their products,10.2
Malawi,Beverages,22.0
Malawi,Cereals and their products,1305.8
Malawi,Eggs and their products,3.0
Malawi,Fats and oils,119.8
Malawi,"Fish, shellfish and their products",18.0
Malawi,Foods for particular nutritional uses,0.4
Malawi,Fruits and their products,193.6
Malawi,Meat and meat products,160.4
Malawi,Milk and milk products,21.4
Malawi,Miscellaneous,1.4
Malawi,"Pulses, seeds and nuts and their products",172.2
Malawi,"Roots, tubers, plantains and their products",451.8
Malawi,Spices and condiments,1.0
Malawi,Sweets and sugars,86.6
Malawi,Vegetables and their products,56.6
Malaysia,Beverages,15.4
Malaysia,Cereals and their products,1097.0
Malaysia,Eggs and their products,60.6
Malaysia,Fats and oils,546.6
Malaysia,"Fish, shellfish and their products",91.0
Malaysia,Foods for particular nutritional uses,16.6
Malaysia,Fruits and their products,63.4
Malaysia,Meat and meat products,272.2
Malaysia,Milk and milk products,88.8
Malaysia,Miscellaneous,0.0
Malaysia,"Pulses, seeds and nuts and their products",91.6
Malaysia,"Roots, tubers, plantains and their products",48.8
Malaysia,Spices and condiments,56.4
Malaysia,Sweets and sugars,426.8
Malaysia,Vegetables and their products,57.2
Maldives,Beverages,91.4
Maldives,Cereals and their products,981.2
Maldives,Eggs and their products,59.8
Maldives,Fats and oils,189.8
Maldives,"Fish, shellfish and their products",161.0
Maldives,Foods for particular nutritional uses,1.4
Maldives,Fruits and their products,85.2
Maldives,Meat and meat products,122.2
Maldives,Milk and milk products,214.0
Maldives,Miscellaneous,54.0
Maldives,"Pulses, seeds and nuts and their products",187.8
Maldives,"Roots, tubers, plantains and their products",42.6
Maldives,Spices and condiments,37.4
Maldives,Sweets and sugars,344.2
Maldives,Vegetables and their products,79.2
Malta,Beverages,185.2
Malta,Cereals and their products,956.0
Malta,Eggs and their products,41.0
Malta,Fats and oils,476.8
Malta,"Fish, shellfish and their products",58.0
Malta,Foods for particular nutritional uses,3.8
Malta,Fruits and their products,113.0
Malta,Meat and meat products,298.0
Malta,Milk and milk products,325.2
Malta,Miscellaneous,0.0
Malta,"Pulses, seeds and nuts and their products",71.8
Malta,"Roots, tubers, plantains and their products",68.0
Malta,Spices and condiments,5.4
Malta,Sweets and sugars,653.4
Malta,Vegetables and their products,91.6
Marshall Islands,Beverages,119.8
Marshall Islands,Cereals and their products,841.2
Marshall Islands,Eggs and their products,35.8
Marshall Islands,Fats and oils,362.8
Marshall Islands,"Fish, shellfish and their products",82.0
Marshall Islands,Foods for particular nutritional uses,0.0
Marshall Islands,Fruits and their products,16.0
Marshall Islands,Meat and meat products,470.2
Marshall Islands,Milk and milk products,85.0
Marshall Islands,Miscellaneous,119.2
Marshall Islands,"Pulses, seeds and nuts and their products",595.2
Marshall Islands,"Roots, tubers, plantains and their products",11.2
Marshall Islands,Spices and condiments,16.2
Marshall Islands,Sweets and sugars,391.6
Marshall Islands,Vegetables and their products,27.2
Mauritania,Beverages,7.0
Mauritania,Cereals and their products,1536.8
Mauritania,Eggs and their products,6.2
Mauritania,Fats and oils,295.6
Mauritania,"Fish, shellfish and their products",16.2
Mauritania,Foods for particular nutritional uses,1.0
Mauritania,Fruits and their products,40.4
Mauritania,Meat and meat products,165.0
Mauritania,Milk and milk products,238.4
Mauritania,Miscellaneous,9.4
Mauritania,"Pulses, seeds and nuts and their products",95.0
Mauritania,"Roots, tubers, plantains and their products",23.4
Mauritania,Spices and condiments,3.4
Mauritania,Sweets and sugars,434.2
Mauritania,Vegetables and their products,38.2
Mauritius,Beverages,83.6
Mauritius,Cereals and their products,1175.2
Mauritius,Eggs and their products,25.4
Mauritius,Fats and oils,566.0
Mauritius,"Fish, shellfish and their products",57.2
Mauritius,Foods for particular nutritional uses,7.0
Mauritius,Fruits and their products,52.2
Mauritius,Meat and meat products,249.8
Mauritius,Milk and milk products,171.0
Mauritius,Miscellaneous,29.4
Mauritius,"Pulses, seeds and nuts and their products",128.8
Mauritius,"Roots, tubers, plantains and their products",52.0
Mauritius,Spices and condiments,20.4
Mauritius,Sweets and sugars,461.2
Mauritius,Vegetables and their products,66.0
Mexico,Beverages,97.6
Mexico,Cereals and their products,1323.2
Mexico,Eggs and their products,73.6
Mexico,Fats and oils,409.8
Mexico,"Fish, shellfish and their products",26.4
Mexico,Foods for particular nutritional uses,0.0
Mexico,Fruits and their products,157.6
Mexico,Meat and meat products,362.2
Mexico,Milk and milk products,194.2
Mexico,Miscellaneous,0.4
Mexico,"Pulses, seeds and nuts and their products",113.4
Mexico,"Roots, tubers, plantains and their products",34.2
Mexico,Spices and condiments,13.8
Mexico,Sweets and sugars,417.6
Mexico,Vegetables and their products,44.2
Micronesia (Federated States of),Beverages,70.0
Micronesia (Federated States of),Cereals and their products,636.0
Micronesia (Federated States of),Eggs and their products,20.0
Micronesia (Federated States of),Fats and oils,361.6
Micronesia (Federated States of),"Fish, shellfish and their products",101.8
Micronesia (Federated States of),Foods for particular nutritional uses,0.0
Micronesia (Federated States of),Fruits and their products,39.0
Micronesia (Federated States of),Meat and meat products,302.0
Micronesia (Federated States of),Milk and milk products,30.2
Micronesia (Federated States of),Miscellaneous,55.2
Micronesia (Federated States of),"Pulses, seeds and nuts and their products",501.4
Micronesia (Federated States of),"Roots, tubers, plantains and their products",322.6
Micronesia (Federated States of),Spices and condiments,7.0
Micronesia (Federated States of),Sweets and sugars,280.6
Micronesia (Federated States of),Vegetables and their products,23.2
Mongolia,Beverages,201.2
Mongolia,Cereals and their products,791.4
Mongolia,Eggs and their products,22.0
Mongolia,Fats and oils,368.2
Mongolia,"Fish, shellfish and their products",3.0
Mongolia,Foods for particular nutritional uses,1.6
Mongolia,Fruits and their products,26.8
Mongolia,Meat and meat products,692.6
Mongolia,Milk and milk products,376.6
Mongolia,Miscellaneous,23.0
Mongolia,"Pulses, seeds and nuts and their products",19.2
Mongolia,"Roots, tubers, plantains and their products",97.4
Mongolia,Spices and condiments,1.2
Mongolia,Sweets and sugars,320.0
Mongolia,Vegetables and their products,52.6
Montenegro,Beverages,261.0
Montenegro,Cereals and their products,949.0
Montenegro,Eggs and their products,43.0
Montenegro,Fats and oils,303.2
Montenegro,"Fish, shellfish and their products",22.6
Montenegro,Foods for particular nutritional uses,3.8
Montenegro,Fruits and their products,153.6
Montenegro,Meat and meat products,479.0
Montenegro,Milk and milk products,607.4
Montenegro,Miscellaneous,63.4
Montenegro,"Pulses, seeds and nuts and their products",96.4
Montenegro,"Roots, tubers, plantains and their products",70.0
Montenegro,Spices and condiments,3.0
Montenegro,Sweets and sugars,519.8
Montenegro,Vegetables and their products,68.2
Morocco,Beverages,17.6
Morocco,Cereals and their products,1885.2
Morocco,Eggs and their products,29.6
Morocco,Fats and oils,362.4
Morocco,"Fish, shellfish and their products",34.2
Morocco,Foods for particular nutritional uses,1.0
Morocco,Fruits and their products,167.2
Morocco,Meat and meat products,157.2
Morocco,Milk and milk products,76.6
Morocco,Miscellaneous,0.0
Morocco,"Pulses, seeds and nuts and their products",115.8
Morocco,"Roots, tubers, plantains and their products",70.0
Morocco,Spices and condiments,18.4
Morocco,Sweets and sugars,362.8
Morocco,Vegetables and their products,62.6
Mozambique,Beverages,19.6
Mozambique,Cereals and their products,956.0
Mozambique,Eggs and their products,3.2
Mozambique,Fats and oils,224.6
Mozambique,"Fish, shellfish and their products",25.6
Mozambique,Foods for particular nutritional uses,1.0
Mozambique,Fruits and their products,32.6
Mozambique,Meat and meat products,52.2
Mozambique,Milk and milk products,5.0
Mozambique,Miscellaneous,4.8
Mozambique,"Pulses, seeds and nuts and their products",113.2
Mozambique,"Roots, tubers, plantains and their products",602.6
Mozambique,Spices and condiments,0.6
Mozambique,Sweets and sugars,106.6
Mozambique,Vegetables and their products,34.6
Myanmar,Beverages,13.6
Myanmar,Cereals and their products,1648.4
Myanmar,Eggs and their products,12.4
Myanmar,Fats and oils,195.8
Myanmar,"Fish, shellfish and their products",89.0
Myanmar,Foods for particular nutritional uses,0.2
Myanmar,Fruits and their products,28.0
Myanmar,Meat and meat products,143.4
Myanmar,Milk and milk products,30.2
Myanmar,Miscellaneous,2.8
Myanmar,"Pulses, seeds and nuts and their products",300.6
Myanmar,"Roots, tubers, plantains and their products",70.6
Myanmar,Spices and condiments,20.8
Myanmar,Sweets and sugars,185.6
Myanmar,Vegetables and their products,73.6
Namibia,Beverages,208.2
Namibia,Cereals and their products,1025.2
Namibia,Eggs and their products,3.4
Namibia,Fats and oils,282.2
Namibia,"Fish, shellfish and their products",19.8
Namibia,Foods for particular nutritional uses,3.4
Namibia,Fruits and their products,32.2
Namibia,Meat and meat products,137.8
Namibia,Milk and milk products,106.2
Namibia,Miscellaneous,16.6
Namibia,"Pulses, seeds and nuts and their products",77.8
Namibia,"Roots, tubers, plantains and their products",260.0
Namibia,Spices and condiments,13.0
Namibia,Sweets and sugars,309.2
Namibia,Vegetables and their products,22.2
Nauru,Beverages,114.0
Nauru,Cereals and their products,561.2
Nauru,Eggs and their products,39.2
Nauru,Fats and oils,330.8
Nauru,"Fish, shellfish and their products",47.4
Nauru,Foods for particular nutritional uses,2.0
Nauru,Fruits and their products,70.4
Nauru,Meat and meat products,549.4
Nauru,Milk and milk products,180.4
Nauru,Miscellaneous,126.2
Nauru,"Pulses, seeds and nuts and their products",390.0
Nauru,"Roots, tubers, plantains and their products",32.6
Nauru,Spices and condiments,5.4
Nauru,Sweets and sugars,569.8
Nauru,Vegetables and their products,32.6
Nepal,Beverages,37.4
Nepal,Cereals and their products,1675.0
Nepal,Eggs and their products,8.0
Nepal,Fats and oils,343.0
Nepal,"Fish, shellfish and their products",8.6
Nepal,Foods for particular nutritional uses,0.0
Nepal,Fruits and their products,71.2
Nepal,Meat and meat products,68.4
Nepal,Milk and milk products,116.2
Nepal,Miscellaneous,1.6
Nepal,"Pulses, seeds and nuts and their products",147.2
Nepal,"Roots, tubers, plantains and their products",175.6
Nepal,Spices and condiments,52.8
Nepal,Sweets and sugars,122.0
Nepal,Vegetables and their products,113.6
Netherlands (Kingdom of the),Beverages,220.2
Netherlands (Kingdom of the),Cereals and their products,758.8
Netherlands (Kingdom of the),Eggs and their products,76.2
Netherlands (Kingdom of the),Fats and oils,586.2
Netherlands (Kingdom of the),"Fish, shellfish and their products",32.8
Netherlands (Kingdom of the),Fruits and their products,141.4
Netherlands (Kingdom of the),Meat and meat products,328.8
Netherlands (Kingdom of the),Milk and milk products,578.8
Netherlands (Kingdom of the),"Pulses, seeds and nuts and their products",98.8
Netherlands (Kingdom of the),"Roots, tubers, plantains and their products",141.2
Netherlands (Kingdom of the),Spices and condiments,12.8
Netherlands (Kingdom of the),Sweets and sugars,403.6
Netherlands (Kingdom of the),Vegetables and their products,74.2
New Caledonia,Beverages,149.8
New Caledonia,Cereals and their products,785.0
New Caledonia,Eggs and their products,31.4
New Caledonia,Fats and oils,408.4
New Caledonia,"Fish, shellfish and their products",44.8
New Caledonia,Foods for particular nutritional uses,12.4
New Caledonia,Fruits and their products,74.8
New Caledonia,Meat and meat products,423.0
New Caledonia,Milk and milk products,214.4
New Caledonia,Miscellaneous,83.8
New Caledonia,"Pulses, seeds and nuts and their products",100.4
New Caledonia,"Roots, tubers, plantains and their products",72.0
New Caledonia,Spices and condiments,6.6
New Caledonia,Sweets and sugars,518.8
New Caledonia,Vegetables and their products,48.6
New Zealand,Beverages,129.0
New Zealand,Cereals and their products,850.6
New Zealand,Eggs and their products,39.2
New Zealand,Fats and oils,484.8
New Zealand,"Fish, shellfish and their products",40.2
New Zealand,Fruits and their products,121.8
New Zealand,Meat and meat products,383.2
New Zealand,Milk and milk products,143.0
New Zealand,Miscellaneous,0.4
New Zealand,"Pulses, seeds and nuts and their products",131.4
New Zealand,"Roots, tubers, plantains and their products",97.4
New Zealand,Spices and condiments,9.8
New Zealand,Sweets and sugars,628.6
New Zealand,Vegetables and their products,74.0
Nicaragua,Beverages,58.2
Nicaragua,Cereals and their products,1285.4
Nicaragua,Eggs and their products,16.4
Nicaragua,Fats and oils,254.2
Nicaragua,"Fish, shellfish and their products",10.6
Nicaragua,Foods for particular nutritional uses,8.8
Nicaragua,Fruits and their products,15.8
Nicaragua,Meat and meat products,137.6
Nicaragua,Milk and milk products,221.8
Nicaragua,Miscellaneous,19.6
Nicaragua,"Pulses, seeds and nuts and their products",145.0
Nicaragua,"Roots, tubers, plantains and their products",104.4
Nicaragua,Spices and condiments,0.6
Nicaragua,Sweets and sugars,434.2
Nicaragua,Vegetables and their products,26.0
Niger,Beverages,2.0
Niger,Cereals and their products,1441.6
Niger,Eggs and their products,1.0
Niger,Fats and oils,156.4
Niger,"Fish, shellfish and their products",4.0
Niger,Foods for particular nutritional uses,0.0
Niger,Fruits and their products,46.2
Niger,Meat and meat products,39.0
Niger,Milk and milk products,88.8
Niger,Miscellaneous,4.6
Niger,"Pulses, seeds and nuts and their products",630.6
Niger,"Roots, tubers, plantains and their products",74.6
Niger,Spices and condiments,10.6
Niger,Sweets and sugars,60.4
Niger,Vegetables and their products,98.8
Nigeria,Beverages,14.8
Nigeria,Cereals and their products,956.8
Nigeria,Eggs and their products,9.2
Nigeria,Fats and oils,337.4
Nigeria,"Fish, shellfish and their products",14.4
Nigeria,Foods for particular nutritional uses,0.0
Nigeria,Fruits and their products,85.2
Nigeria,Meat and meat products,37.4
Nigeria,Milk and milk products,8.4
Nigeria,Miscellaneous,1.8
Nigeria,"Pulses, seeds and nuts and their products",241.8
Nigeria,"Roots, tubers, plantains and their products",649.6
Nigeria,Spices and condiments,15.4
Nigeria,Sweets and sugars,90.0
Nigeria,Vegetables and their products,49.6
North Macedonia,Beverages,125.0
North Macedonia,Cereals and their products,1044.0
North Macedonia,Eggs and their products,18.8
North Macedonia,Fats and oils,565.6
North Macedonia,"Fish, shellfish and their products",14.8
North Macedonia,Foods for particular nutritional uses,2.6
North Macedonia,Fruits and their products,157.4
North Macedonia,Meat and meat products,240.6
North Macedonia,Milk and milk products,277.8
North Macedonia,Miscellaneous,19.8
North Macedonia,"Pulses, seeds and nuts and their products",144.2
North Macedonia,"Roots, tubers, plantains and their products",149.8
North Macedonia,Spices and condiments,23.0
North Macedonia,Sweets and sugars,515.8
North Macedonia,Vegetables and their products,206.2
Norway,Beverages,182.0
Norway,Cereals and their products,792.2
Norway,Eggs and their products,43.4
Norway,Fats and oils,539.8
Norway,"Fish, shellfish and their products",85.2
Norway,Foods for particular nutritional uses,3.0
Norway,Fruits and their products,113.0
Norway,Meat and meat products,343.4
Norway,Milk and milk products,322.4
Norway,Miscellaneous,131.2
Norway,"Pulses, seeds and nuts and their products",239.2
Norway,"Roots, tubers, plantains and their products",71.6
Norway,Spices and condiments,4.8
Norway,Sweets and sugars,578.6
Norway,Vegetables and their products,58.4
Oman,Beverages,55.0
Oman,Cereals and their products,813.2
Oman,Eggs and their products,34.2
Oman,Fats and oils,402.6
Oman,"Fish, shellfish and their products",48.4
Oman,Foods for particular nutritional uses,5.2
Oman,Fruits and their products,447.4
Oman,Meat and meat products,208.6
Oman,Milk and milk products,305.0
Oman,Miscellaneous,2.6
Oman,"Pulses, seeds and nuts and their products",103.6
Oman,"Roots, tubers, plantains and their products",71.8
Oman,Spices and condiments,30.8
Oman,Sweets and sugars,371.8
Oman,Vegetables and their products,158.2
Pakistan,Beverages,1.0
Pakistan,Cereals and their products,1089.2
Pakistan,Eggs and their products,12.8
Pakistan,Fats and oils,511.0
Pakistan,"Fish, shellfish and their products",3.0
Pakistan,Foods for particular nutritional uses,0.0
Pakistan,Fruits and their products,46.8
Pakistan,Meat and meat products,86.4
Pakistan,Milk and milk products,359.0
Pakistan,Miscellaneous,0.0
Pakistan,"Pulses, seeds and nuts and their products",62.6
Pakistan,"Roots, tubers, plantains and their products",40.2
Pakistan,Spices and condiments,10.4
Pakistan,Sweets and sugars,274.4
Pakistan,Vegetables and their products,25.4
Panama,Beverages,159.0
Panama,Cereals and their products,1124.4
Panama,Eggs and their products,25.6
Panama,Fats and oils,498.8
Panama,"Fish, shellfish and their products",32.2
Panama,Foods for particular nutritional uses,7.8
Panama,Fruits and their products,97.2
Panama,Meat and meat products,334.8
Panama,Milk and milk products,141.8
Panama,Miscellaneous,21.2
Panama,"Pulses, seeds and nuts and their products",91.0
Panama,"Roots, tubers, plantains and their products",130.2
Panama,Spices and condiments,4.2
Panama,Sweets and sugars,368.6
Panama,Vegetables and their products,32.6
Papua New Guinea,Beverages,18.2
Papua New Guinea,Cereals and their products,534.2
Papua New Guinea,Eggs and their products,2.0
Papua New Guinea,Fats and oils,239.0
Papua New Guinea,"Fish, shellfish and their products",19.4
Papua New Guinea,Foods for particular nutritional uses,0.0
Papua New Guinea,Fruits and their products,328.0
Papua New Guinea,Meat and meat products,254.4
Papua New Guinea,Milk and milk products,5.4
Papua New Guinea,Miscellaneous,6.8
Papua New Guinea,"Pulses, seeds and nuts and their products",179.8
Papua New Guinea,"Roots, tubers, plantains and their products",441.2
Papua New Guinea,Spices and condiments,1.0
Papua New Guinea,Sweets and sugars,112.4
Papua New Guinea,Vegetables and their products,48.8
Paraguay,Beverages,146.0
Paraguay,Cereals and their products,1102.4
Paraguay,Eggs and their products,59.8
Paraguay,Fats and oils,475.4
Paraguay,"Fish, shellfish and their products",11.6
Paraguay,Foods for particular nutritional uses,1.4
Paraguay,Fruits and their products,98.6
Paraguay,Meat and meat products,181.2
Paraguay,Milk and milk products,128.0
Paraguay,Miscellaneous,8.8
Paraguay,"Pulses, seeds and nuts and their products",95.2
Paraguay,"Roots, tubers, plantains and their products",523.2
Paraguay,Spices and condiments,1.6
Paraguay,Sweets and sugars,225.4
Paraguay,Vegetables and their products,31.8
Peru,Beverages,94.0
Peru,Cereals and their products,1033.6
Peru,Eggs and their products,38.8
Peru,Fats and oils,238.4
Peru,"Fish, shellfish and their products",51.4
Peru,Foods for particular nutritional uses,1.6
Peru,Fruits and their products,205.2
Peru,Meat and meat products,274.4
Peru,Milk and milk products,127.0
Peru,Miscellaneous,2.8
Peru,"Pulses, seeds and nuts and their products",106.6
Peru,"Roots, tubers, plantains and their products",380.0
Peru,Spices and condiments,2.2
Peru,Sweets and sugars,232.8
Peru,Vegetables and their products,55.8
Philippines,Beverages,84.8
Philippines,Cereals and their products,1711.6
Philippines,Eggs and their products,18.8
Philippines,Fats and oils,213.8
Philippines,"Fish, shellfish and their products",55.0
Philippines,Foods for particular nutritional uses,0.0
Philippines,Fruits and their products,96.4
Philippines,Meat and meat products,186.8
Philippines,Milk and milk products,27.0
Philippines,Miscellaneous,7.4
Philippines,"Pulses, seeds and nuts and their products",53.2
Philippines,"Roots, tubers, plantains and their products",99.4
Philippines,Spices and condiments,3.0
Philippines,Sweets and sugars,261.8
Philippines,Vegetables and their products,49.4
Poland,Beverages,186.2
Poland,Cereals and their products,1042.2
Poland,Eggs and their products,23.8
Poland,Fats and oils,656.0
Poland,"Fish, shellfish and their products",25.0
Poland,Foods for particular nutritional uses,0.0
Poland,Fruits and their products,88.6
Poland,Meat and meat products,433.0
Poland,Milk and milk products,421.8
Poland,Miscellaneous,0.0
Poland,"Pulses, seeds and nuts and their products",49.4
Poland,"Roots, tubers, plantains and their products",173.2
Poland,Spices and condiments,4.8
Poland,Sweets and sugars,484.2
Poland,Vegetables and their products,80.0
Portugal,Beverages,272.4
Portugal,Cereals and their products,877.8
Portugal,Eggs and their products,38.6
Portugal,Fats and oils,673.4
Portugal,"Fish, shellfish and their products",80.4
Portugal,Foods for particular nutritional uses,0.0
Portugal,Fruits and their products,186.4
Portugal,Meat and meat products,431.4
Portugal,Milk and milk products,299.0
Portugal,Miscellaneous,4.4
Portugal,"Pulses, seeds and nuts and their products",79.8
Portugal,"Roots, tubers, plantains and their products",112.8
Portugal,Spices and condiments,4.4
Portugal,Sweets and sugars,364.0
Portugal,Vegetables and their products,73.2
Qatar,Beverages,53.8
Qatar,Cereals and their products,1235.2
Qatar,Eggs and their products,56.8
Qatar,Fats and oils,472.6
Qatar,"Fish, shellfish and their products",37.4
Qatar,Foods for particular nutritional uses,6.0
Qatar,Fruits and their products,146.0
Qatar,Meat and meat products,339.2
Qatar,Milk and milk products,158.0
Qatar,Miscellaneous,38.0
Qatar,"Pulses, seeds and nuts and their products",168.6
Qatar,"Roots, tubers, plantains and their products",87.2
Qatar,Spices and condiments,44.8
Qatar,Sweets and sugars,387.0
Qatar,Vegetables and their products,109.4
Republic of Korea,Beverages,148.2
Republic of Korea,Cereals and their products,1094.4
Republic of Korea,Eggs and their products,44.0
Republic of Korea,Fats and oils,671.0
Republic of Korea,"Fish, shellfish and their products",91.8
Republic of Korea,Fruits and their products,72.0
Republic of Korea,Meat and meat products,370.4
Republic of Korea,Milk and milk products,54.2
Republic of Korea,"Pulses, seeds and nuts and their products",136.8
Republic of Korea,"Roots, tubers, plantains and their products",40.8
Republic of Korea,Spices and condiments,12.8
Republic of Korea,Sweets and sugars,480.6
Republic of Korea,Vegetables and their products,187.6
Republic of Moldova,Beverages,224.6
Republic of Moldova,Cereals and their products,915.0
Republic of Moldova,Eggs and their products,43.8
Republic of Moldova,Fats and oils,367.4
Republic of Moldova,"Fish, shellfish and their products",36.2
Republic of Moldova,Foods for particular nutritional uses,2.8
Republic of Moldova,Fruits and their products,141.4
Republic of Moldova,Meat and meat products,227.0
Republic of Moldova,Milk and milk products,244.6
Republic of Moldova,Miscellaneous,30.2
Republic of Moldova,"Pulses, seeds and nuts and their products",117.2
Republic of Moldova,"Roots, tubers, plantains and their products",123.0
Republic of Moldova,Spices and condiments,2.2
Republic of Moldova,Sweets and sugars,425.4
Republic of Moldova,Vegetables and their products,87.2
Romania,Beverages,209.2
Romania,Cereals and their products,1202.0
Romania,Eggs and their products,46.6
Romania,Fats and oils,588.8
Romania,"Fish, shellfish and their products",15.6
Romania,Foods for particular nutritional uses,1.0
Romania,Fruits and their products,161.8
Romania,Meat and meat products,308.6
Romania,Milk and milk products,450.0
Romania,Miscellaneous,14.4
Romania,"Pulses, seeds and nuts and their products",56.6
Romania,"Roots, tubers, plantains and their products",130.8
Romania,Spices and condiments,2.0
Romania,Sweets and sugars,389.6
Romania,Vegetables and their products,83.6
Russian Federation,Beverages,186.8
Russian Federation,Cereals and their products,1152.2
Russian Federation,Eggs and their products,57.8
Russian Federation,Fats and oils,540.4
Russian Federation,"Fish, shellfish and their products",44.4
Russian Federation,Foods for particular nutritional uses,0.4
Russian Federation,Fruits and their products,95.2
Russian Federation,Meat and meat products,354.6
Russian Federation,Milk and milk products,362.8
Russian Federation,Miscellaneous,0.0
Russian Federation,"Pulses, seeds and nuts and their products",47.0
Russian Federation,"Roots, tubers, plantains and their products",152.6
Russian Federation,Spices and condiments,2.8
Russian Federation,Sweets and sugars,384.4
Russian Federation,Vegetables and their products,69.0
Rwanda,Beverages,87.4
Rwanda,Cereals and their products,624.2
Rwanda,Eggs and their products,1.0
Rwanda,Fats and oils,153.4
Rwanda,"Fish, shellfish and their products",10.8
Rwanda,Foods for particular nutritional uses,0.0
Rwanda,Fruits and their products,48.2
Rwanda,Meat and meat products,37.4
Rwanda,Milk and milk products,32.8
Rwanda,Miscellaneous,3.4
Rwanda,"Pulses, seeds and nuts and their products",316.8
Rwanda,"Roots, tubers, plantains and their products",832.8
Rwanda,Spices and condiments,2.6
Rwanda,Sweets and sugars,132.4
Rwanda,Vegetables and their products,32.4
Saint Kitts and Nevis,Beverages,178.0
Saint Kitts and Nevis,Cereals and their products,661.6
Saint Kitts and Nevis,Eggs and their products,12.6
Saint Kitts and Nevis,Fats and oils,537.2
Saint Kitts and Nevis,"Fish, shellfish and their products",65.6
Saint Kitts and Nevis,Foods for particular nutritional uses,0.2
Saint Kitts and Nevis,Fruits and their products,66.0
Saint Kitts and Nevis,Meat and meat products,399.4
Saint Kitts and Nevis,Milk and milk products,142.2
Saint Kitts and Nevis,Miscellaneous,71.6
Saint Kitts and Nevis,"Pulses, seeds and nuts and their products",150.8
Saint Kitts and Nevis,"Roots, tubers, plantains and their products",80.2
Saint Kitts and Nevis,Spices and condiments,8.4
Saint Kitts and Nevis,Sweets and sugars,492.4
Saint Kitts and Nevis,Vegetables and their products,25.6
Saint Lucia,Beverages,204.0
Saint Lucia,Cereals and their products,785.8
Saint Lucia,Eggs and their products,18.4
Saint Lucia,Fats and oils,265.0
Saint Lucia,"Fish, shellfish and their products",55.2
Saint Lucia,Foods for particular nutritional uses,3.6
Saint Lucia,Fruits and their products,83.6
Saint Lucia,Meat and meat products,415.0
Saint Lucia,Milk and milk products,117.0
Saint Lucia,Miscellaneous,35.4
Saint Lucia,"Pulses, seeds and nuts and their products",140.6
Saint Lucia,"Roots, tubers, plantains and their products",94.0
Saint Lucia,Spices and condiments,12.4
Saint Lucia,Sweets and sugars,442.0
Saint Lucia,Vegetables and their products,32.0
Saint Vincent and the Grenadines,Beverages,194.8
Saint Vincent and the Grenadines,Cereals and their products,625.2
Saint Vincent and the Grenadines,Eggs and their products,17.6
Saint Vincent and the Grenadines,Fats and oils,332.8
Saint Vincent and the Grenadines,"Fish, shellfish and their products",40.2
Saint Vincent and the Grenadines,Foods for particular nutritional uses,3.4
Saint Vincent and the Grenadines,Fruits and their products,150.2
Saint Vincent and the Grenadines,Meat and meat products,495.2
Saint Vincent and the Grenadines,Milk and milk products,155.8
Saint Vincent and the Grenadines,Miscellaneous,120.2
Saint Vincent and the Grenadines,"Pulses, seeds and nuts and their products",124.6
Saint Vincent and the Grenadines,"Roots, tubers, plantains and their products",198.2
Saint Vincent and the Grenadines,Spices and condiments,66.4
Saint Vincent and the Grenadines,Sweets and sugars,427.8
Saint Vincent and the Grenadines,Vegetables and their products,47.0
Samoa,Beverages,65.6
Samoa,Cereals and their products,885.0
Samoa,Eggs and their products,5.4
Samoa,Fats and oils,418.8
Samoa,"Fish, shellfish and their products",104.8
Samoa,Foods for particular nutritional uses,1.4
Samoa,Fruits and their products,248.4
Samoa,Meat and meat products,466.4
Samoa,Milk and milk products,84.4
Samoa,Miscellaneous,30.2
Samoa,"Pulses, seeds and nuts and their products",138.8
Samoa,"Roots, tubers, plantains and their products",217.2
Samoa,Spices and condiments,10.8
Samoa,Sweets and sugars,428.4
Samoa,Vegetables and their products,19.0
Sao Tome and Principe,Beverages,93.6
Sao Tome and Principe,Cereals and their products,957.4
Sao Tome and Principe,Eggs and their products,2.6
Sao Tome and Principe,Fats and oils,367.2
Sao Tome and Principe,"Fish, shellfish and their products",48.4
Sao Tome and Principe,Foods for particular nutritional uses,1.8
Sao Tome and Principe,Fruits and their products,66.4
Sao Tome and Principe,Meat and meat products,111.4
Sao Tome and Principe,Milk and milk products,30.8
Sao Tome and Principe,Miscellaneous,17.6
Sao Tome and Principe,"Pulses, seeds and nuts and their products",44.6
Sao Tome and Principe,"Roots, tubers, plantains and their products",414.8
Sao Tome and Principe,Spices and condiments,2.2
Sao Tome and Principe,Sweets and sugars,203.6
Sao Tome and Principe,Vegetables and their products,23.0
Saudi Arabia,Beverages,25.6
Saudi Arabia,Cereals and their products,1627.4
Saudi Arabia,Eggs and their products,37.4
Saudi Arabia,Fats and oils,556.6
Saudi Arabia,"Fish, shellfish and their products",25.4
Saudi Arabia,Foods for particular nutritional uses,10.6
Saudi Arabia,Fruits and their products,331.0
Saudi Arabia,Meat and meat products,256.2
Saudi Arabia,Milk and milk products,171.8
